Term Code ,Term Name ,Term Start Date ,Term End Date ,Subject Code ,Subject Name                 ,Course ID ,Course GUID ,Catalog Number ,Course Title                                                                       ,Course Start Date ,Course End Date ,Course Track ,Course Description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Seat Reservations ,Instructor EmplID ,Instructor First Name ,Instructor Last Name ,Instructor Full Name     ,Crosslisting Subjects ,Crosslisting Catalog Numbers ,Class Number ,Class Section ,Class Status ,Class Type ,Class Capacity ,Class Enrollment ,Class Year Enrollments ,Meeting Number ,Meeting Start Time ,Meeting End Time ,Meeting Days ,Building Name                  ,Meeting Room ,Drop Consent ,Grading Oral Presentation ,Other Information                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,Subject ,Catnum ,Reading Writing Assignment                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Grading Quizzes ,Distribution Area Long         ,Grading Home Mid Exam ,Transcript Title                           ,Add Consent ,Web Address                        ,PU Flag ,Grading Other Exam ,Topic Title                     ,Grading Lab Reports ,Other Requirements                    ,Course Head NetID ,Grading Paper Final Exam ,Crosslistings                         ,Grading Papers ,Description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Grading Mid Exam ,Grading Prog Assign ,Grading Basis ,Grading Final Exam ,Grading Design Projects ,Grading Other ,Long Title                                                                         ,Grading Home Final Exam ,Grading Prob Sets ,Distribution Area Short ,Grading Precept Part ,Grading Term Papers ,reading_list_title_1                                         ,reading_list_title_2                                           ,reading_list_title_3                                           ,reading_list_title_4                                         ,reading_list_title_5                                          ,reading_list_title_6                                          ,reading_list_title_7 ,reading_list_title_8 ,reading_list_title_9 ,reading_list_title_10 ,reading_list_author_1 ,reading_list_author_2 ,reading_list_author_3 ,reading_list_author_4 ,reading_list_author_5 ,reading_list_author_6 ,reading_list_author_7 ,reading_list_author_8 ,reading_list_author_9 ,reading_list_author_10
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,AAS          ,African American Studies     ,   003426 , 1202003426 ,           367 ,African American History Since Emancipation                                        ,2019-09-11        ,2020-01-14      ,UGRD         ,"Offers an introduction to the major themes, critical questions, and pivotal moments in post emancipation African American history. Traces the social, political, cultural, intellectual, and legal contours of the black experience in the United States from Reconstruction to the rise of Jim Crow, through the World Wars, Depression, and the Great Migrations, to the long civil rights era and the contemporary period of racial politics. Using a wide variety of texts, images, and creative works, the course situates African American history within broader national and international contexts."                                                                     ,N                 ,        961105804 ,Keeanga-Yamahtta      ,Taylor               ,Keeanga-Yamahtta Taylor  ,HIS                   ,387                          ,       20364 ,L01           ,C            ,Lecture    ,            20 ,              20 ,N/A                    ,             1 ,01:30 PM           ,02:50 PM         ,"M,W"        ,                               ,             ,N            ,                        0 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,AAS     ,   367 ,"Approximately 150- pp. reading per week, plus several documentary films. Assignments include weekly Blackboard posts, a midterm exam, two short writing assignments and a final paper."                                                                                                                                                                                                                                                                                                            ,              0 ,Historical Analysis            ,                    0 ,African American History Since Emancipat   ,N           ,                                   ,Y       ,                 0 ,                                ,                  0 ,                                      ,                  ,                      35 ,AAS 367 / HIS 387                     ,            25 ,"Offers an introduction to the major themes, critical questions, and pivotal moments in post emancipation African American history. Traces the social, political, cultural, intellectual, and legal contours of the black experience in the United States from Reconstruction to the rise of Jim Crow, through the World Wars, Depression, and the Great Migrations, to the long civil rights era and the contemporary period of racial politics. Using a wide variety of texts, images, and creative works, the course situates African American history within broader national and international contexts."                                                                     ,              25 ,                  0 ,FUL           ,                 0 ,                      0 ,            0 ,African American History Since Emancipation                                        ,                      0 ,                0 ,HA                      ,                  15 ,                  0 ,Let Nobody Turn Us Around                                    ,"The Condemnation of Blackness: Race, Crime & the Making....." ,Passing                                                        ,To Stand & Fight: The Struggle for Civil Rights in Postwar.. ,Local People: The Struggle for Civil Rights in Mississippi    ,From #Blacklivesmatter to Black Liberation                    ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,AAS          ,African American Studies     ,   012694 , 1202012694 ,           380 ,Public Policy in the U.S. Racial State                                             ,2019-09-11        ,2020-01-14      ,UGRD         ,"This course explores how ideas and discourses about race shape how public policy is debated, adopted, and implemented. Black social movements and geopolitical considerations prompted multiple public policy responses to racial discrimination throughout the twentieth century. Despite these policy responses, discrimination persists, raising theoretical concerns about the dynamics of inclusion and exclusion, political representation, the role of the state (meaning government or law) in promoting social justice, and the role of social movements and civil society in democratizing policymaking and addressing group oppression."                               ,N                 ,        961105804 ,Keeanga-Yamahtta      ,Taylor               ,Keeanga-Yamahtta Taylor  ,AMS                   ,382                          ,       22167 ,S01           ,O            ,Seminar    ,            20 ,              11 ,N/A                    ,             2 ,11:00 AM           ,12:20 PM         ,"M,W"        ,                               ,             ,N            ,                        0 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,AAS     ,   380 ,"Reading: 100-150 pages per week.  Take Home Mid Term; Class Participation (includes weekly Blackboard responses, meeting with AAS librarian, and class discussions); Research Digs (two 4-5 page analysis of primary sources concerning some aspect of public policy);  15 page final/Term Paper (a research paper based on primary and secondary sources that examines issues in relation to race and public policy in the US)."                                                                  ,              0 ,Historical Analysis            ,                   30 ,Public Policy in the U.S. Racial State     ,N           ,                                   ,Y       ,                 0 ,                                ,                  0 ,                                      ,                  ,                      35 ,AAS 380 / AMS 382                     ,            20 ,"This course explores how ideas and discourses about race shape how public policy is debated, adopted, and implemented. Black social movements and geopolitical considerations prompted multiple public policy responses to racial discrimination throughout the twentieth century. Despite these policy responses, discrimination persists, raising theoretical concerns about the dynamics of inclusion and exclusion, political representation, the role of the state (meaning government or law) in promoting social justice, and the role of social movements and civil society in democratizing policymaking and addressing group oppression."                               ,               0 ,                  0 ,FUL           ,                 0 ,                      0 ,            0 ,Public Policy in the U.S. Racial State                                             ,                      0 ,                0 ,HA                      ,                  15 ,                  0 ,Condemnation of Blackness                                    ,The Undeserving Poor                                           ,The Color of Law: A Forgetten History                          ,The Color of Money: Black Banks and the Radical Wealth Gap   ,Loaded: A Disarming History of the 2nd Amendment              ,Democracy in Black                                            ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,AAS          ,African American Studies     ,   012054 , 1202012054 ,           426 ,"Memory, History and the Archive"                                                  ,2019-09-11        ,2020-01-14      ,UGRD         ,"Why are some events from the past widely recalled, memorialized, and taught in school, while others are consigned to obscurity? What role do acts of historical erasure play in processes of exclusion? How have acts of remembering figured in struggles for justice? Using historical scholarship, memoirs, visual art, and music, this course examines the relationship between ""history"" and ""memory,"" focusing on the different ways that race and social power have shaped the relationship in the U.S. and across the African diaspora. We will link representations of the past to debate about issues such as public monuments, legal redress, and reparations."     ,N                 ,        960223707 ,Joshua                ,Guild                ,Joshua B. Guild          ,HIS                   ,426                          ,       20670 ,S01           ,O            ,Seminar    ,            15 ,               8 ,N/A                    ,             1 ,01:30 PM           ,04:20 PM         ,Th           ,                               ,             ,N            ,                       15 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,AAS     ,   426 ,200 pgs. reading per week. Brief weekly responses; one oral presentation; final research project with intermediate deadlines.                                                                                                                                                                                                                                                                                                                                                                       ,              0 ,Historical Analysis            ,                    0 ,"Memory, History and the Archive"          ,N           ,                                   ,Y       ,                 0 ,                                ,                  0 ,Not Open to First Year Undergraduates ,                  ,                      40 ,AAS 426 / HIS 426                     ,            15 ,"Why are some events from the past widely recalled, memorialized, and taught in school, while others are consigned to obscurity? What role do acts of historical erasure play in processes of exclusion? How have acts of remembering figured in struggles for justice? Using historical scholarship, memoirs, visual art, and music, this course examines the relationship between ""history"" and ""memory,"" focusing on the different ways that race and social power have shaped the relationship in the U.S. and across the African diaspora. We will link representations of the past to debate about issues such as public monuments, legal redress, and reparations."     ,               0 ,                  0 ,GRD           ,                 0 ,                      0 ,           10 ,"Memory, History and the Archive"                                                  ,                      0 ,                0 ,HA                      ,                  20 ,                  0 ,Dispossed Lives                                              ,Lose Your Mother: Journey Along the Atlantic Slave Route       ,Silencing the Past                                             ,The Chaneysville Incident                                    ,The Civil Rights Movement in American Memory                  ,Listening to Images                                           ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,ANT          ,Anthropology                 ,   014819 , 1202014819 ,           363 ,Gangsters and Troublesome Populations                                              ,2019-09-11        ,2020-01-14      ,UGRD         ,"Since the 1920s, the term ""gang"" has been used to describe all kinds of collectives, from groups of well-dressed mobsters to petty criminals and juvenile delinquents. In nearly a century of research the only consistency in their characterization is as internal Other from the vantage of the law. This class will investigate how the category of ""the gang"" serves to provoke imaginaries of racial unrest and discourses of ""dangerous,"" threatening subjects in urban enclaves. More broadly we will examine the methods and means by which liberal democratic governments maintain their sovereign integrity through the containment of threatening populations." ,N                 ,        940000335 ,Laurence              ,Ralph                ,Laurence Ralph           ,AAS                   ,369                          ,       21695 ,L01           ,C            ,Lecture    ,             0 ,               0 ,N/A                    ,             5 ,01:30 PM           ,03:20 PM         ,Th           ,                               ,             ,N            ,                       15 ,"This course has been rescheduled for offering in Spring 2020. Satisfies Law, Politics, and Economics and  Socio-Cultural Anthropology tracks."                                                                                                                                                                                                                                                                                                                                         ,ANT     ,   363 ,"Reading: 50-60 pages/week. Weekly critical comments on class readings, posted to Blackboard (300-500 words, 15%). Two 12-15 page response papers (one at midterm, one on Dean's Date, 30%). Final project is a video montage about one of the troublesome populations studied in class or written about by students in their writing assignments (""Design Project"" due on last day of class). In-class presentation (by sign-up) with a small group of classmates on your video montages."       ,              0 ,Social Analysis                ,                    0 ,Gangsters and Troublesome Populations      ,N           ,                                   ,Y       ,                 0 ,                                ,                  0 ,                                      ,                  ,                       0 ,ANT 363 / AAS 369                     ,            30 ,"Since the 1920s, the term ""gang"" has been used to describe all kinds of collectives, from groups of well-dressed mobsters to petty criminals and juvenile delinquents. In nearly a century of research the only consistency in their characterization is as internal Other from the vantage of the law. This class will investigate how the category of ""the gang"" serves to provoke imaginaries of racial unrest and discourses of ""dangerous,"" threatening subjects in urban enclaves. More broadly we will examine the methods and means by which liberal democratic governments maintain their sovereign integrity through the containment of threatening populations." ,               0 ,                  0 ,GRD           ,                 0 ,                     25 ,           15 ,Gangsters and Troublesome Populations                                              ,                      0 ,                0 ,SA                      ,                  15 ,                  0 ,Discipline and Punish                                        ,The Penal Colony                                               ,Race Rebels                                                    ,The Marx and Engles Reader                                   ,Decoded                                                       ,                                                              ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,ANT          ,Anthropology                 ,   014819 , 1202014819 ,           363 ,Gangsters and Troublesome Populations                                              ,2019-09-11        ,2020-01-14      ,UGRD         ,"Since the 1920s, the term ""gang"" has been used to describe all kinds of collectives, from groups of well-dressed mobsters to petty criminals and juvenile delinquents. In nearly a century of research the only consistency in their characterization is as internal Other from the vantage of the law. This class will investigate how the category of ""the gang"" serves to provoke imaginaries of racial unrest and discourses of ""dangerous,"" threatening subjects in urban enclaves. More broadly we will examine the methods and means by which liberal democratic governments maintain their sovereign integrity through the containment of threatening populations." ,N                 ,        940000335 ,Laurence              ,Ralph                ,Laurence Ralph           ,AAS                   ,369                          ,       21696 ,P01           ,C            ,Precept    ,             0 ,               0 ,N/A                    ,             6 ,03:30 PM           ,04:20 PM         ,Th           ,                               ,             ,N            ,                       15 ,"This course has been rescheduled for offering in Spring 2020. Satisfies Law, Politics, and Economics and  Socio-Cultural Anthropology tracks."                                                                                                                                                                                                                                                                                                                                         ,ANT     ,   363 ,"Reading: 50-60 pages/week. Weekly critical comments on class readings, posted to Blackboard (300-500 words, 15%). Two 12-15 page response papers (one at midterm, one on Dean's Date, 30%). Final project is a video montage about one of the troublesome populations studied in class or written about by students in their writing assignments (""Design Project"" due on last day of class). In-class presentation (by sign-up) with a small group of classmates on your video montages."       ,              0 ,Social Analysis                ,                    0 ,Gangsters and Troublesome Populations      ,N           ,                                   ,Y       ,                 0 ,                                ,                  0 ,                                      ,                  ,                       0 ,ANT 363 / AAS 369                     ,            30 ,"Since the 1920s, the term ""gang"" has been used to describe all kinds of collectives, from groups of well-dressed mobsters to petty criminals and juvenile delinquents. In nearly a century of research the only consistency in their characterization is as internal Other from the vantage of the law. This class will investigate how the category of ""the gang"" serves to provoke imaginaries of racial unrest and discourses of ""dangerous,"" threatening subjects in urban enclaves. More broadly we will examine the methods and means by which liberal democratic governments maintain their sovereign integrity through the containment of threatening populations." ,               0 ,                  0 ,GRD           ,                 0 ,                     25 ,           15 ,Gangsters and Troublesome Populations                                              ,                      0 ,                0 ,SA                      ,                  15 ,                  0 ,Discipline and Punish                                        ,The Penal Colony                                               ,Race Rebels                                                    ,The Marx and Engles Reader                                   ,Decoded                                                       ,                                                              ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,ART          ,Art and Archaeology          ,   010299 , 1202010299 ,           373 ,What is Black Art: Art History and the Black Diaspora                              ,2019-09-11        ,2020-01-14      ,UGRD         ,"This course introduces students to the art and visual culture of the Black diaspora from the colonial period to the present. Artists and works of art will be considered in terms of their social, intellectual, and historical contexts and students will be encouraged to consider artistic practices as they intersect with other cultural spheres. Topics and readings will draw from the field of art history as well as from other areas of inquiry such as cultural studies, critical race theory, and the history of the Atlantic world, and the course will incorporate regular museum visits and dialogue with artists and curators in the field."                      ,N                 ,        961259294 ,Anna                  ,Kesson               ,Anna Arabindan Kesson    ,AAS                   ,373                          ,       22448 ,C01           ,O            ,Class      ,            18 ,               7 ,N/A                    ,             1 ,11:00 AM           ,12:20 PM         ,"M,W"        ,                               ,             ,N            ,                       10 ,"For department concentrators, satisfies the Group 3 distribution requirement."                                                                                                                                                                                                                                                                                                                                                                                                         ,ART     ,   373 ,"Approximately 75-100 pages per week; 1-2 short papers, one final research paper."                                                                                                                                                                                                                                                                                                                                                                                                                  ,              0 ,Literature and the Arts        ,                    0 ,Art History and the Black Diaspora         ,N           ,                                   ,Y       ,                 0 ,                                ,                  0 ,                                      ,                  ,                      25 ,ART 373 / AAS 373                     ,            30 ,"This course introduces students to the art and visual culture of the Black diaspora from the colonial period to the present. Artists and works of art will be considered in terms of their social, intellectual, and historical contexts and students will be encouraged to consider artistic practices as they intersect with other cultural spheres. Topics and readings will draw from the field of art history as well as from other areas of inquiry such as cultural studies, critical race theory, and the history of the Atlantic world, and the course will incorporate regular museum visits and dialogue with artists and curators in the field."                      ,               0 ,                  0 ,FUL           ,                 0 ,                      0 ,            0 ,What is Black Art: Art History and the Black Diaspora                              ,                      0 ,                0 ,LA                      ,                  15 ,                  0 ,African-American Art                                         ,Colored Pictures: Race and Visual Representation               ,Black Art:  A Cultural History                                 ,Only Skin Deep: Changing Visions of the American Self        ,Beloved                                                       ,The Souls of Black Folk                                       ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,ART          ,Art and Archaeology          ,   015163 , 1202015163 ,           474 ,Art and Politics in Postcolonial Africa                                            ,2019-09-11        ,2020-01-14      ,UGRD         ,"This seminar examines the impact of the International Monetary Fund's Structural Adjustment Program, military dictatorships, and political crises on artistic production in the 1980s, and the dramatic movement of African artists from the margins of the international art world to its very center since the 1990s. How familiar or different are the works and concerns of African artists? What are the consequences, in Africa and the West, of the international success of a few African artists? And what does the work of these Africans at home and in the West tell us about the sociopolitical conditions of our world today?"                                      ,N                 ,        960420775 ,Chika                 ,Okeke-Agulu          ,Chika O. Okeke-Agulu     ,"AAS,AFS"             ,"474,474"                    ,       22359 ,S01           ,O            ,Seminar    ,            15 ,               9 ,N/A                    ,             1 ,07:30 PM           ,10:20 PM         ,W            ,McCormick Hall                 ,103          ,N            ,                       20 ,"For department majors, satisfies Group 3 distribution requirement."                                                                                                                                                                                                                                                                                                                                                                                                                    ,ART     ,   474 ,Student is expected to read 100 - 180 pages per week. A research term paper.                                                                                                                                                                                                                                                                                                                                                                                                                        ,              0 ,Literature and the Arts        ,                    0 ,Art and Politics in Postcolonial Africa    ,N           ,                                   ,N       ,                 0 ,                                ,                  0 ,Not Open to First Year Undergraduates ,                  ,                      50 ,ART 474 / AAS 474 / AFS 474           ,             0 ,"This seminar examines the impact of the International Monetary Fund's Structural Adjustment Program, military dictatorships, and political crises on artistic production in the 1980s, and the dramatic movement of African artists from the margins of the international art world to its very center since the 1990s. How familiar or different are the works and concerns of African artists? What are the consequences, in Africa and the West, of the international success of a few African artists? And what does the work of these Africans at home and in the West tell us about the sociopolitical conditions of our world today?"                                      ,               0 ,                  0 ,FUL           ,                 0 ,                      0 ,            0 ,Art and Politics in Postcolonial Africa                                            ,                      0 ,                0 ,LA                      ,                  30 ,                  0 ,Contemporary African Art Since 1980                          ,Dead Aid                                                       ,Notes on the Postcolony                                        ,"In Senghor's Shadow: Art, Politics and the Avant-Garde"     ,Art and the End of Apartheid                                  ,Creative Reckonings: The Politics of Art and Culture          ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,ART          ,Art and Archaeology          ,   013805 , 1202013805 ,           529 ,"Ancient Egyptian Kingship in Image, Architecture & Performance"                   ,2019-09-11        ,2020-01-14      ,GRAD         ,"The institution of kingship was central to the ancient Egyptian worldview.  Kings and their administrations sought to express the complex nature of a strong leader with access to the gods and secret knowledge, exceptional skill as a warrior and diplomat, and unrivaled power over and sacrifice to his people by using both mystery and overwhelming display.  In this seminar we consider the nature of Egyptian kingship and how a vast body of material and visual culture shaped and expressed this essential concept from its origins in the beginning of the 4th millennium to the era of Roman rulers."                                                              ,N                 ,        960467642 ,Deborah               ,Vischak              ,Deborah A. Vischak       ,"CLA,AAS"             ,"528,529"                    ,       20874 ,S01           ,O            ,Seminar    ,            12 ,               3 ,N/A                    ,             1 ,01:30 PM           ,04:20 PM         ,M            ,                               ,             ,N            ,                       30 ,"There will be a trip to the Metropolitan Museum. For undergraduate majors, satisfies the Group 1 distribution requirement."                                                                                                                                                                                                                                                                                                                                                            ,ART     ,   529 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,              0 ,                               ,                    0 ,"Ancient Egyptian Kingship in Image, Arch" ,N           ,                                   ,N       ,                 0 ,                                ,                  0 ,Not Open to First Year Undergraduates ,                  ,                       0 ,ART 529 / CLA 528 / AAS 529           ,             0 ,"The institution of kingship was central to the ancient Egyptian worldview.  Kings and their administrations sought to express the complex nature of a strong leader with access to the gods and secret knowledge, exceptional skill as a warrior and diplomat, and unrivaled power over and sacrifice to his people by using both mystery and overwhelming display.  In this seminar we consider the nature of Egyptian kingship and how a vast body of material and visual culture shaped and expressed this essential concept from its origins in the beginning of the 4th millennium to the era of Roman rulers."                                                              ,               0 ,                  0 ,FUL           ,                 0 ,                      0 ,            0 ,"Ancient Egyptian Kingship in Image, Architecture & Performance"                   ,                      0 ,                0 ,                        ,                  30 ,                 40 ,Ancient Egypt Kingship                                       ,Pharoahs of the sun                                            ,Amenhotep III: perspectives on his reign                       ,"Experiencing power, generating authority:"                  ,Hatshepsut: from Queen to Pharaoh                             ,Archaeology of Performance                                    ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,DAN          ,Dance                        ,   008485 , 1202008485 ,           211 ,The American Dance Experience and Africanist Dance Practices                       ,2019-09-11        ,2020-01-14      ,UGRD         ,"A studio course introducing students to American dance aesthetics and practices, with a focus on how its evolution has been influenced by African American choreographers and dancers. An ongoing study of movement practices from traditional African dances and those of the African diaspora, touching on American jazz dance, modern dance, and American ballet.  Studio work will be complemented by readings, video viewings, guest speakers, and dance studies."                                                                                                                                                                                                           ,Y                 ,        710108766 ,Dyane                 ,Harvey Salaam        ,Dyane Harvey Salaam      ,AAS                   ,211                          ,       21152 ,U01           ,O            ,Studio     ,            18 ,              16 ,N/A                    ,             1 ,02:30 PM           ,04:20 PM         ,"M,W"        ,Wallace Dance Building and The ,001          ,N            ,                        0 ,"This course is primarily an experiential studio course.  Its intent is to focus the first half of the semester on African dance aesthetics and relevant movement practices and the second, on several contemporary American choreographers whose work has been influenced to various degrees by these traditions."                                                                                                                                                                     ,DAN     ,   211 ,Mid-term paper (4-5 pages).  Final paper (5-6 pages).  Two final dance studies.  Readings:  50-100 pages per week.  Dance studies every other week.  Video viewings every other week.                                                                                                                                                                                                                                                                                                               ,              0 ,Literature and the Arts        ,                    0 ,Amer. Dance Exper.& Africanist Practices   ,N           ,arts.princeton.edu/academics/dance ,N       ,                 0 ,                                ,                  0 ,                                      ,                  ,                      25 ,DAN 211 / AAS 211                     ,             0 ,"A studio course introducing students to American dance aesthetics and practices, with a focus on how its evolution has been influenced by African American choreographers and dancers. An ongoing study of movement practices from traditional African dances and those of the African diaspora, touching on American jazz dance, modern dance, and American ballet.  Studio work will be complemented by readings, video viewings, guest speakers, and dance studies."                                                                                                                                                                                                           ,               0 ,                  0 ,PDF           ,                 0 ,                      0 ,            0 ,The American Dance Experience and Africanist Dance Practices                       ,                      0 ,                0 ,LA                      ,                  50 ,                  0 ,Digging the Africanist Presence in American Performance      ,Black Dance from 1619 to Today                                 ,"Jazz Dance, The Story of American Vernacular Dance"           ,Bodies of the Text                                           ,Meaning and Motion                                            ,Choreographing History                                        ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,ENG          ,English                      ,   002719 , 1202002719 ,           556 ,African-American Literature: Black Arts Criticism                                  ,2019-09-11        ,2020-01-14      ,GRAD         ,"Black arts criticism addresses the contradictions of cultural production while expanding what it means to read a work of art. It's become an essential part of our contemporary discourse. From a longer view, this dissemination may be traced to the Black Arts movement, whose own body of criticism questioned just whom ""black art"" was being produced for. We survey the development of Black Arts criticism into Black arts criticism, touching on music, literature, and the visual arts. In the process, we explore criticism's role in the academy by learning how scholarly writing can inform online and magazine work."                                            ,N                 ,        961116916 ,Kinohi                ,Nishikawa            ,Kinohi Nishikawa         ,AAS                   ,556                          ,       22338 ,S01           ,O            ,Seminar    ,            15 ,               9 ,N/A                    ,             1 ,01:30 PM           ,04:20 PM         ,M            ,McCosh Hall                    ,B14          ,N            ,                       20 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,ENG     ,   556 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,              0 ,                               ,                    0 ,African-American Literature                ,N           ,                                   ,Y       ,                 0 ,Black Arts Criticism            ,                  0 ,Open to Graduate Students Only        ,                  ,                       0 ,ENG 556 / AAS 556                     ,            60 ,"Black arts criticism addresses the contradictions of cultural production while expanding what it means to read a work of art. It's become an essential part of our contemporary discourse. From a longer view, this dissemination may be traced to the Black Arts movement, whose own body of criticism questioned just whom ""black art"" was being produced for. We survey the development of Black Arts criticism into Black arts criticism, touching on music, literature, and the visual arts. In the process, we explore criticism's role in the academy by learning how scholarly writing can inform online and magazine work."                                            ,               0 ,                  0 ,NPD           ,                 0 ,                      0 ,            0 ,African-American Literature                                                        ,                      0 ,                0 ,                        ,                  20 ,                  0 ,Blues People                                                 ,The Devil Finds Work                                           ,Art on My Mind                                                 ,Blues Legacies and Black Feminism                            ,White Girls                                                   ,"Wayward Lives, Beautiful Experiments"                        ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,ENG          ,English                      ,   002734 , 1202002734 ,           573 ,Problems in Literary Study: On Modernism and Blackness                             ,2019-09-11        ,2020-01-14      ,GRAD         ,"At the beginning of the twentieth century, European writers and artists used blackness as a mechanism for creating new forms of art and the aesthetic of modernism. At about the same time, black writers and artists adopted modernism as the aesthetic that would best  represent their lives in a world defined by racial violence. This course has two aims: The first one is to question received accounts of global modernism's relation to blackness and the affirmative claims made for primitivism and exoticism. The second one is to closely examine how black writers and artists in Africa and the African diaspora adopted and transformed global modernism."       ,N                 ,        960039036 ,Simon                 ,Gikandi              ,Simon E. Gikandi         ,"AAS,COM"             ,"573,573"                    ,       22137 ,S01           ,C            ,Seminar    ,            15 ,              16 ,N/A                    ,             1 ,01:30 PM           ,04:20 PM         ,W            ,McCosh Hall                    ,B14          ,N            ,                       20 ,"Depending on the interests of the students enrolled in the seminar, we focus both on literary genres, the visual arts and their intersection. Theoretical and critical readings are drawn from influential commentaries on early modernism and blackness, the location of black bodies in the culture of late modernity, the poetics of the black city and street, and the relation between texts and images. Students are able to work with materials from their fields of interest." ,ENG     ,   573 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,              0 ,                               ,                    0 ,Problems in Literary Study                 ,N           ,                                   ,N       ,                 0 ,On Modernism and Blackness      ,                  0 ,Open to Graduate Students Only        ,                  ,                       0 ,ENG 573 / AAS 573 / COM 573           ,             0 ,"At the beginning of the twentieth century, European writers and artists used blackness as a mechanism for creating new forms of art and the aesthetic of modernism. At about the same time, black writers and artists adopted modernism as the aesthetic that would best  represent their lives in a world defined by racial violence. This course has two aims: The first one is to question received accounts of global modernism's relation to blackness and the affirmative claims made for primitivism and exoticism. The second one is to closely examine how black writers and artists in Africa and the African diaspora adopted and transformed global modernism."       ,               0 ,                  0 ,NPD           ,                 0 ,                      0 ,            0 ,Problems in Literary Study                                                         ,                      0 ,                0 ,                        ,                  10 ,                 70 ,The New Negro                                                ,Three Lives                                                    ,Tropic Death                                                   ,Notebook of a Return to the Native Land                      ,The Palmwine Drinkard                                         ,Their Eyes Were Watching God                                  ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
