Term Code,Term Name,Term Start Date,Term End Date,Subject Code,Subject Name,Course ID,Catalog Number,Course Title,Course Start Date,Course End Date,Course Track,Course Description,Seat Reservations,Instructor EmplID,Instructor First Name,Instructor Last Name,Instructor Full Name,Crosslisting Subjects,Crosslisting Catalog Numbers,Class Number,Class Section,Class Status,Class Type,Class Capacity,Class Enrollment,Class Year Enrollments,Meeting Number,Meeting Start Time,Meeting End Time,Meeting Days,Building Name,Meeting Room
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,014970,306,Topics in Race and Public Policy: Black Politics Since 1965,2023-09-05,2023-12-15,UGRD,"This course surveys the major debates and conundrums that shaped Black political life from the passage of the 1965 Voting Rights Act to the 2008 election of Barack Obama. The primary aim of the course will be to introduce students to concepts, events, and themes that are central to the study of contemporary racial politics. For example, students will learn about the determinants of Black political behavior, the effects of intra- and inter-group conflict on Black politics, the relationship between politics and popular culture, the limits of formal political representation, etc.",N,940008460,Marcus,Lee,Marcus A. Lee,POL,425,20546,S01,O,Seminar,12,11,N/A,1,08:30 AM,09:50 AM,"M,W",Morrison Hall,201
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,014660,322,Afro-Diasporic Dialogues: Black Activism in Latin America and the United States,2023-09-05,2023-12-15,UGRD,"This course investigates how people of African descent in the Americas have forged social, political, and cultural ties across geopolitical and linguistic boundaries. We will interrogate the transnational dialogue between African Americans and Afro-Latin Americans using case studies from Brazil, Cuba, Haiti, Puerto Rico, and the Dominican Republic. We will explore how Black activists have partnered to challenge racism and economic inequality, while also considering why efforts to mobilize Afro-descendants across the Americas have often been undermined by mutual misunderstandings.",Y,940002032,Reena,Goldthree,Reena N. Goldthree,"LAS,LAO,AMS","301,322,323",20526,S01,C,Seminar,15,15,N/A,1,01:30 PM,04:20 PM,Th,Morrison Hall,201
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,016642,332,A History of Intellectual Appropriation of Blackness,2023-09-05,2023-12-15,UGRD,"This course explores the history of intellectual appropriation of Blackness through an intersectional lens. We will first focus on intellectual appropriation within the entertainment industry and social media. Students will then analyze the historical connection between intellectual erasures, racialized enslavement, and colonialism. This course will also closely examine Blackfishing, the memeification of Black celebrities, and the intellectual appropriation of Black emotionality and struggles.",N,940000922,Dannelle,Gutarra Cordero,Dannelle Gutarra Cordero,GSS,333,21122,S01,O,Seminar,12,11,N/A,1,03:00 PM,04:20 PM,"M,W",Morrison Hall,104
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,015676,339,"Black Mirror: Race, Technology, and Justice",2023-09-05,2023-12-15,UGRD,"Are robots racist? Is software sexist? Are neural networks neutral? From everyday apps to complex algorithms, technology has the potential to hide, speed up, and even deepen discrimination. Using the Black Mirror TV series as a starting point, we will explore a range of emerging technologies that encode inequity in digital platforms and automated decision systems, and develop a conceptual toolkit to decode tech promises with sociologically informed skepticism. Students will apply design justice principles in a collaborative project and learn to communicate course insights to tech practitioners, policymakers, and the broader public.",Y,961105805,Ruha,Benjamin,Ruha Benjamin,EGR,339,21124,M01,O,Unknown,22,20,N/A,1,03:30 PM,04:20 PM,T,Morrison Hall,201
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,015676,339,"Black Mirror: Race, Technology, and Justice",2023-09-05,2023-12-15,UGRD,"Are robots racist? Is software sexist? Are neural networks neutral? From everyday apps to complex algorithms, technology has the potential to hide, speed up, and even deepen discrimination. Using the Black Mirror TV series as a starting point, we will explore a range of emerging technologies that encode inequity in digital platforms and automated decision systems, and develop a conceptual toolkit to decode tech promises with sociologically informed skepticism. Students will apply design justice principles in a collaborative project and learn to communicate course insights to tech practitioners, policymakers, and the broader public.",Y,961105805,Ruha,Benjamin,Ruha Benjamin,EGR,339,21123,S01,C,Seminar,20,20,N/A,1,01:30 PM,03:20 PM,T,Morrison Hall,201
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,013022,350,"Rats, Riots, and Revolution: Housing in the Metropolitan United States",2023-09-05,2023-12-15,UGRD,"This class examines the history of urban and suburban housing in the twentieth century US. We will examine the relationship between postwar suburban development as a corollary to the ""underdevelopment"" of American cities contributing to what scholars have described as the ""urban crisis"" of the 1960s. Housing choice and location were largely shaped by discriminatory practices in the real estate market, thus, the course explores the consequences of the relationship between public policy and private institutions in shaping the metropolitan area including after the passage of federal anti-housing discrimination legislation in the late 1960s.",N,961105804,Keeanga-Yamahtta,Taylor,Keeanga-Yamahtta Taylor,"URB,SOC","350,351",22790,S01,O,Seminar,13,12,N/A,3,08:30 AM,09:50 AM,"M,W",Morrison Hall,104
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,016860,352,Race and Reproduction in U.S. History,2023-09-05,2023-12-15,UGRD,"The course examines how issues of race and gender shape the medical, social, and cultural discourses of reproduction. It will explore contested meanings of reproductive health alongside histories of eugenics, contraception, pregnancy, childbirth, emerging reproductive technologies, and reproductive justice activism. It will also address the enduring legacies of racism and reproductive violence in medical practice, and their impact on current issues of health inequality.",N,940006879,Ayah,Nuriddin,Ayah Nuriddin,"GSS,HIS","348,347",22540,S01,C,Seminar,15,17,N/A,2,03:00 PM,04:20 PM,"M,W",Morrison Hall,201
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,000008,353,African American Literature: Origins to 1910,2023-09-05,2023-12-15,UGRD,"This course explores the evolution of Black literature and literary culture from the mid-18th century to the early 20th. Moving across a range of genres - from poetry to drama to fiction - and mediums - from the periodical to the bound novel - we will interrogate the relationship between literary form, aesthetics, and cultural politics, while developing a deep understanding of the emergence of an African American literary tradition.",N,940001969,Autumn,Womack,Autumn M. Womack,ENG,352,21104,L01,O,Lecture,45,23,N/A,1,11:00 AM,11:50 AM,"M,W",McCosh Hall,60
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,000008,353,African American Literature: Origins to 1910,2023-09-05,2023-12-15,UGRD,"This course explores the evolution of Black literature and literary culture from the mid-18th century to the early 20th. Moving across a range of genres - from poetry to drama to fiction - and mediums - from the periodical to the bound novel - we will interrogate the relationship between literary form, aesthetics, and cultural politics, while developing a deep understanding of the emergence of an African American literary tradition.",N,940001969,Autumn,Womack,Autumn M. Womack,ENG,352,23079,P01,O,Precept,14,13,N/A,1,12:30 PM,01:20 PM,W,Morrison Hall,104
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,000008,353,African American Literature: Origins to 1910,2023-09-05,2023-12-15,UGRD,"This course explores the evolution of Black literature and literary culture from the mid-18th century to the early 20th. Moving across a range of genres - from poetry to drama to fiction - and mediums - from the periodical to the bound novel - we will interrogate the relationship between literary form, aesthetics, and cultural politics, while developing a deep understanding of the emergence of an African American literary tradition.",N,940001969,Autumn,Womack,Autumn M. Womack,ENG,352,23080,P02,C,Precept,0,0,N/A,1,07:30 PM,08:20 PM,W,,
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,000008,353,African American Literature: Origins to 1910,2023-09-05,2023-12-15,UGRD,"This course explores the evolution of Black literature and literary culture from the mid-18th century to the early 20th. Moving across a range of genres - from poetry to drama to fiction - and mediums - from the periodical to the bound novel - we will interrogate the relationship between literary form, aesthetics, and cultural politics, while developing a deep understanding of the emergence of an African American literary tradition.",N,940001969,Autumn,Womack,Autumn M. Womack,ENG,352,23625,P03,O,Precept,14,10,N/A,1,03:30 PM,04:20 PM,W,Green Hall,1-C-4C
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,000008,353,African American Literature: Origins to 1910,2023-09-05,2023-12-15,UGRD,"This course explores the evolution of Black literature and literary culture from the mid-18th century to the early 20th. Moving across a range of genres - from poetry to drama to fiction - and mediums - from the periodical to the bound novel - we will interrogate the relationship between literary form, aesthetics, and cultural politics, while developing a deep understanding of the emergence of an African American literary tradition.",N,940001969,Autumn,Womack,Autumn M. Womack,ENG,352,22518,P99,C,Precept,0,0,N/A,1,01:00 AM,01:00 AM,,,
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,003426,367,African American History Since Emancipation,2023-09-05,2023-12-15,UGRD,"This lecture offers an introduction to the major themes, critical questions, and pivotal moments in post-emancipation African American history. It traces the social, political, cultural, intellectual, and legal contours of the Black experience in the United States from Reconstruction to the rise of Jim Crow, through the World Wars, Depression, and the Great Migrations, to the long civil rights era and the contemporary period of racial politics. Using a wide variety of texts, images, and creative works, the course situates African American history within broader national and international contexts.",N,960223707,Joshua,Guild,Joshua B. Guild,HIS,387,20527,L01,O,Lecture,45,42,N/A,1,11:00 AM,11:50 AM,"T,Th",Green Hall,0-S-6
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,003426,367,African American History Since Emancipation,2023-09-05,2023-12-15,UGRD,"This lecture offers an introduction to the major themes, critical questions, and pivotal moments in post-emancipation African American history. It traces the social, political, cultural, intellectual, and legal contours of the Black experience in the United States from Reconstruction to the rise of Jim Crow, through the World Wars, Depression, and the Great Migrations, to the long civil rights era and the contemporary period of racial politics. Using a wide variety of texts, images, and creative works, the course situates African American history within broader national and international contexts.",N,960223707,Joshua,Guild,Joshua B. Guild,HIS,387,23106,P01,C,Precept,15,15,N/A,1,10:00 AM,10:50 AM,T,Morrison Hall,104
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,003426,367,African American History Since Emancipation,2023-09-05,2023-12-15,UGRD,"This lecture offers an introduction to the major themes, critical questions, and pivotal moments in post-emancipation African American history. It traces the social, political, cultural, intellectual, and legal contours of the Black experience in the United States from Reconstruction to the rise of Jim Crow, through the World Wars, Depression, and the Great Migrations, to the long civil rights era and the contemporary period of racial politics. Using a wide variety of texts, images, and creative works, the course situates African American history within broader national and international contexts.",N,960223707,Joshua,Guild,Joshua B. Guild,HIS,387,23107,P02,O,Precept,15,14,N/A,1,12:30 PM,01:20 PM,T,Morrison Hall,201
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,003426,367,African American History Since Emancipation,2023-09-05,2023-12-15,UGRD,"This lecture offers an introduction to the major themes, critical questions, and pivotal moments in post-emancipation African American history. It traces the social, political, cultural, intellectual, and legal contours of the Black experience in the United States from Reconstruction to the rise of Jim Crow, through the World Wars, Depression, and the Great Migrations, to the long civil rights era and the contemporary period of racial politics. Using a wide variety of texts, images, and creative works, the course situates African American history within broader national and international contexts.",N,960223707,Joshua,Guild,Joshua B. Guild,HIS,387,23108,P03,O,Precept,15,13,N/A,1,09:00 AM,09:50 AM,Th,Morrison Hall,104
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,003426,367,African American History Since Emancipation,2023-09-05,2023-12-15,UGRD,"This lecture offers an introduction to the major themes, critical questions, and pivotal moments in post-emancipation African American history. It traces the social, political, cultural, intellectual, and legal contours of the Black experience in the United States from Reconstruction to the rise of Jim Crow, through the World Wars, Depression, and the Great Migrations, to the long civil rights era and the contemporary period of racial politics. Using a wide variety of texts, images, and creative works, the course situates African American history within broader national and international contexts.",N,960223707,Joshua,Guild,Joshua B. Guild,HIS,387,22510,P99,C,Precept,0,0,N/A,1,01:00 AM,01:00 AM,,,
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,012965,522,Publishing Journal Articles in the Humanities and Social Sciences,2023-09-05,2023-12-15,GRAD,"In this interdisciplinary class, students of race as well as gender, sexuality, disability, etc. read deeply and broadly in academic journals as a way of learning the debates in their fields and placing their scholarship in relationship to them. Students report each week on the trends in the last five years of any journal of their choice, writing up the articles' arguments and debates, while also revising a paper in relationship to those debates and preparing it for publication. This course enables students to leap forward in their scholarly writing through a better understanding of their fields and the significance of their work to them.",N,960423607,Wendy Laura,Belcher,Wendy Laura Belcher,"COM,ENG,GSS","522,504,503",21108,S01,O,Seminar,10,8,N/A,1,10:00 AM,12:50 PM,T,New South Building,606
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,016861,351,"American Education, Race and Equality",2023-09-05,2023-12-15,UGRD,"Massive protests in the summer of 2020 reignited discussions about the most effective path to equality. Historically Black Colleges and Universities (HBCU) have been thrust into the spotlight as a site for potential cross-racial cooperation and space for redress. This course will explore persistent inequality in American education through the lens of these colleges that were created in the shadow of emancipation. It will focus on history and impact of HBCUs on African American life and culture, their role in the political and cultural development of the nation and the possibilities they represent in efforts to create ""a more perfect union.""",N,940010023,Melanye,Price,Melanye T. Price,AAS,338,22541,S01,C,Seminar,15,17,N/A,2,03:00 PM,04:20 PM,"M,W",Morrison Hall,224
1242,F2023,2023-09-05,2024-01-28,ANT,Anthropology,016840,437,Gaming Blackness: The Anthropology of Video Games and Race,2023-09-05,2023-12-15,UGRD,"This course is an anthropological and experience-based exploration of video games. As we consider scholarship in Digital Anthropology, Game Studies, and African American Studies, we scrutinize the design of games and engage in gameplay, with a particular focus on Black experiences. Throughout the course, we probe how video games utilize and interact with race and, in doing so, we advance an intersectional approach that also accounts for class, gender, and sexuality.   The course's core set of theoretical and methodological tools helps students to engage with gaming critically and to create alternative games in the future.",Y,940009687,Akil,Fletcher,Akil F. Fletcher,AAS,437,22165,C01,C,Class,15,16,N/A,2,11:00 AM,12:20 PM,M,No Room Required,NO ROOM RQ
1242,F2023,2023-09-05,2024-01-28,ANT,Anthropology,016840,437,Gaming Blackness: The Anthropology of Video Games and Race,2023-09-05,2023-12-15,UGRD,"This course is an anthropological and experience-based exploration of video games. As we consider scholarship in Digital Anthropology, Game Studies, and African American Studies, we scrutinize the design of games and engage in gameplay, with a particular focus on Black experiences. Throughout the course, we probe how video games utilize and interact with race and, in doing so, we advance an intersectional approach that also accounts for class, gender, and sexuality.   The course's core set of theoretical and methodological tools helps students to engage with gaming critically and to create alternative games in the future.",Y,940009687,Akil,Fletcher,Akil F. Fletcher,AAS,437,22166,M01,C,Unknown,16,16,N/A,3,11:00 AM,12:20 PM,W,No Room Required,NO ROOM RQ
1242,F2023,2023-09-05,2024-01-28,ANT,Anthropology,014890,461,"Disability, Difference, and Race",2023-09-05,2023-12-15,UGRD,"While diseases are often imagined to be scientific or medical conditions, they are also social constructs. In the 19th century the condition of Dysaesthesia Aethiopis (an ailment that made its sufferers ""mischievous"") was considered nearly universal among free blacks. Today AIDS and tuberculosis are often associated with personal attributes, while the social forces at work to structure risk for acquiring these illnesses are glossed over. We will examine work from anthropologists, sociologists, historians, queer studies scholars and scientists who work on issues of disability to investigate how people challenge contemporary visions of society.",N,940000335,Laurence,Ralph,Laurence Ralph,"AAS,GHP,GSS","461,461,461",21438,S01,C,Seminar,20,20,N/A,1,01:30 PM,04:20 PM,Th,Chancellor Green,105
1242,F2023,2023-09-05,2024-01-28,CHV,Center for Human Values,015897,385,The Hidden History of Hollywood - Research Film Studio,2023-09-05,2023-12-15,UGRD,"This course surveys a hidden canon of African American film and also uncovers the roots of representational injustice in Hollywood and the secret, but cardinal role Woodrow Wilson played in the production and distribution of Griffith's ""The Birth of a Nation"" that led to the rebirth of the KKK. Wilson's policy of segregation was adapted by Hollywood as a self-censoring industry regulation of representation. Black people could only appear on screen as subservient and marginal characters, never as equals, partners or leaders. This industry code, Wilson's legacy, has become second nature to Hollywood.",N,960056440,Erika,Kiss,Erika A. Kiss,"AAS,VIS,COM","385,385,308",20975,S01,O,Seminar,10,9,N/A,1,01:30 PM,04:20 PM,W,Green Hall,3-C-3
1242,F2023,2023-09-05,2024-01-28,DAN,Dance,008485,211,The American Experience and Dance Practices of the African Diaspora,2023-09-05,2023-12-15,UGRD,"A studio course introducing students to African dance practices and aesthetics, with a focus on how its evolution has influenced American and African American culture, choreographers and dancers. An ongoing study of movement practices from traditional African dances and those of the African Diaspora, touching on American jazz dance, modern dance, and American ballet.  Studio work will be complemented by readings, video viewings, guest speakers, and dance studies.",Y,710108766,Dyane,Harvey Salaam,Dyane Harvey Salaam,AAS,211,21125,U01,C,Studio,16,18,N/A,1,02:30 PM,04:20 PM,"M,W",Wallace Dance Building and The,001
1242,F2023,2023-09-05,2024-01-28,EGR,Engineering,016870,361,The Reclamation Studio: Humanistic Design applied to Systemic Bias,2023-09-05,2023-12-15,UGRD,"Assumptions and practices by the nonprofit industrial complex, government agencies and affordable housing developers treat poor communities, especially poor communities of color as problems to be managed by those from outside these communities. The Reclamation Studio explores the humanistic design practices applied by social entrepreneurs from low-status communities near Princeton (our ""clients"") that counteract that history of systemic bias with innovative development projects designed to retain the talent from within their communities.  Students will have the opportunity to learn from, and contribute to their efforts.",N,940006976,Majora,Carter,Majora J. Carter,"ENT,URB,AAS","361,361,348",22599,L01,O,Lecture,20,10,N/A,1,11:00 AM,12:20 PM,Th,Friend Center,112
1242,F2023,2023-09-05,2024-01-28,EGR,Engineering,016870,361,The Reclamation Studio: Humanistic Design applied to Systemic Bias,2023-09-05,2023-12-15,UGRD,"Assumptions and practices by the nonprofit industrial complex, government agencies and affordable housing developers treat poor communities, especially poor communities of color as problems to be managed by those from outside these communities. The Reclamation Studio explores the humanistic design practices applied by social entrepreneurs from low-status communities near Princeton (our ""clients"") that counteract that history of systemic bias with innovative development projects designed to retain the talent from within their communities.  Students will have the opportunity to learn from, and contribute to their efforts.",N,940006976,Majora,Carter,Majora J. Carter,"ENT,URB,AAS","361,361,348",22600,U01,O,Studio,20,10,N/A,2,01:30 PM,04:20 PM,Th,Friend Center,112
1242,F2023,2023-09-05,2024-01-28,ENG,English,016871,383,Topics in Women's Writing: Archival Silence & Aesthetic Innovation,2023-09-05,2023-12-15,UGRD,"In this course, students will think dynamically about the relationship between archival records of Black life and Black women's creative expression to interrogate the possibilities and the limits of historical archives. Through hands-on engagement with archival objects in special collections and deep readings of literature, poetry, and visual arts, we will explore what the archival record affords, erases, and silences, and, conversely, how imaginative practices can begin to address and redress its subjects and their histories.",N,960907556,Lindsay,Brown,Lindsay T. Brown,"GSS,AMS,AAS","395,483,340",22601,S01,C,Seminar,15,15,N/A,2,01:30 PM,04:20 PM,W,McCosh Hall,34
1242,F2023,2023-09-05,2024-01-28,ENG,English,016871,383,Topics in Women's Writing: Archival Silence & Aesthetic Innovation,2023-09-05,2023-12-15,UGRD,"In this course, students will think dynamically about the relationship between archival records of Black life and Black women's creative expression to interrogate the possibilities and the limits of historical archives. Through hands-on engagement with archival objects in special collections and deep readings of literature, poetry, and visual arts, we will explore what the archival record affords, erases, and silences, and, conversely, how imaginative practices can begin to address and redress its subjects and their histories.",N,940001969,Autumn,Womack,Autumn M. Womack,"GSS,AMS,AAS","395,483,340",22601,S01,C,Seminar,15,15,N/A,2,01:30 PM,04:20 PM,W,McCosh Hall,34
1242,F2023,2023-09-05,2024-01-28,ENG,English,002719,556,African-American Literature: Blackness and Empire,2023-09-05,2023-12-15,GRAD,"Resistance to imperial expansion and exploitation is a familiar theme of twentieth-century projects of Black liberation. Less familiar are the specific, but no less significant, cases where empire is imagined as a source of Black freedom and self-determination. This seminar surveys U.S.-originating works of Black imperial representation and critique from the 1900s to the present. Framed by readings of historical and speculative fiction, the seminar engages scholarly debates on Blackness, diaspora, coloniality, and empire through writings by Sylvia Wynter, Adom Getachew, Nadia Nurhussein, and Erica R. Edwards.",N,961116916,Kinohi,Nishikawa,Kinohi Nishikawa,AAS,556,21307,S01,O,Seminar,12,8,N/A,1,09:00 AM,11:50 AM,W,McCosh Hall,40
1242,F2023,2023-09-05,2024-01-28,ENG,English,002732,571,Literary and Cultural Theory: Frantz Fanon,2023-09-05,2023-12-15,GRAD,"Frantz Fanon is among the most important intellectuals of the twentieth century whose writings are critical in rethinking our world. In this course we will read all of Fanon's major writings: <i>Black Skin, White Masks</i>, <i>A Dying Colonialism</i>, <i>Toward the African Revolution</i>, and <i>The Wretched of the Earth</i>, as well as essays in <i>Alienation and Freedom</i>. Students must acquire and read David Macey's biography, <i>Frantz Fanon: A Life</i>, before the seminar begins.",N,960527766,Andrew,Cole,Andrew Cole,"AAS,MOD,FRE","572,570,572",21303,S01,O,Seminar,12,11,N/A,1,01:30 PM,04:20 PM,W,McDonnell Hall,203A
1242,F2023,2023-09-05,2024-01-28,ENV,Environmental Studies,016947,448,"Neoliberal Natures: Society, Justice and Environmental Futures",2023-09-05,2023-12-15,UGRD,"What constitutes the current conjuncture in global environmental governance, and in what ways and to what ends is biological life-human and non-human-made part of neoliberal environmental projects? This course will use the concept of neoliberal natures to explore the challenges rapid global environmental change pose for conservation, sustainability and ecosystem health in the contemporary era. We consider the ecological and political implications of growing efforts to enroll material nature in market-based environmental schemes, and explore how these schemes unfold across different contexts to shape social and environmental sustainability.",Y,940010020,Kevon,Rhiney,Kevon Rhiney,"ANT,AAS,AMS","448,447,485",22983,S01,O,Seminar,15,8,N/A,2,01:30 PM,04:20 PM,Th,Lewis Library,117
